global_step,env,seed,seed_index,return,length,makespan,mean_flow_time,total_flow_time,jobs_exited,deadlock,timed_out,truncated
24088,2,3849765,4,-264.11529250000785,1186,11363.3154296875,689.5961161879895,264115.3125,383.0,False,False,False
24088,3,11703967,4,-267.43210500000794,1186,11342.515625,698.2562010443864,267432.125,383.0,False,False,False
28832,0,697011,5,-286.13229250000796,1186,11339.4951171875,747.0817558746736,286132.3125,383.0,False,False,False
28832,1,13438998,5,-270.04451125000764,1186,11358.1953125,705.0771050913838,270044.53125,383.0,False,False,False
28832,2,10091945,5,-275.19635500000766,1186,11354.03515625,718.5283942558747,275196.375,383.0,False,False,False
28832,3,5398561,5,-264.6410112500083,1186,11354.0556640625,690.96875,264641.03125,383.0,False,False,False
33576,0,1271567,6,-305.4464175000079,1186,11387.755859375,797.5102806788511,305446.4375,383.0,False,False,False
33576,1,3844538,6,-260.28748000000775,1186,11346.7158203125,679.6018276762402,260287.5,383.0,False,False,False
33576,2,14972788,6,-264.14169875000823,1186,11355.115234375,689.6650620104439,264141.71875,383.0,False,False,False
33576,3,9745999,6,-275.37216750000795,1186,11340.53515625,718.9874347258485,275372.1875,383.0,False,False,False
38320,0,287122,7,-266.60476125000764,1186,11338.7958984375,696.0960345953002,266604.78125,383.0,False,False,False
38320,1,16048073,7,-269.17966750000795,1186,11355.515625,702.8190274151436,269179.6875,383.0,False,False,False
38320,2,2442926,7,-281.8539487500079,1186,11396.4951171875,735.9111455613577,281853.96875,383.0,False,False,False
38320,3,5323105,7,-270.7104487500077,1186,11336.7353515625,706.8158453002611,270710.46875,383.0,False,False,False
43064,0,2948744,8,-271.8416050000082,1186,11335.275390625,709.7692558746736,271841.625,383.0,False,False,False
43064,1,14954282,8,-303.8741050000079,1186,11422.2353515625,793.4050261096605,303874.125,383.0,False,False,False
43064,2,7322910,8,-267.20754250000806,1186,11358.6953125,697.6698759791122,267207.5625,383.0,False,False,False
43064,3,16443262,8,-277.90654250000733,1186,11376.17578125,725.6046018276762,277906.5625,383.0,False,False,False
47808,0,13646277,9,-260.1136987500079,1186,11342.7353515625,679.1480907310705,260113.71875,383.0,False,False,False
47808,1,992813,9,-274.0932300000079,1186,11348.3955078125,715.6481723237598,274093.25,383.0,False,False,False
47808,2,1943573,9,-274.8133237500077,1186,11363.17578125,717.5283126631854,274813.34375,383.0,False,False,False
47808,3,5025644,9,-268.54051125000774,1186,11346.3359375,701.1502121409922,268540.53125,383.0,False,False,False
52552,0,10898894,10,-280.79151125000834,1186,11356.015625,733.137157310705,280791.53125,383.0,False,False,False
52552,1,1072389,10,-265.1758237500079,1186,11349.9150390625,692.3651272845952,265175.84375,383.0,False,False,False
52552,2,829586,10,-257.6936675000081,1186,11344.255859375,672.8294712793734,257693.6875,383.0,False,False,False
52552,3,10730618,10,-258.35351125000795,1186,11344.67578125,674.5523009138382,258353.53125,383.0,False,False,False
57296,0,15314369,11,-257.3056675000081,1186,11350.435546875,671.8164164490862,257305.6875,383.0,False,False,False
57296,1,3973781,11,-273.3291362500078,1186,11360.7353515625,713.6531494778068,273329.15625,383.0,False,False,False
57296,2,5491851,11,-259.80307375000774,1186,11345.515625,678.3370593994778,259803.09375,383.0,False,False,False
57296,3,11554060,11,-273.4639800000082,1186,11380.935546875,714.0052219321149,273464.0,383.0,False,False,False
62040,0,8454422,12,-265.3449487500077,1186,11341.5556640625,692.80670691906,265344.96875,383.0,False,False,False
62040,1,4215690,12,-263.6942925000079,1186,11338.775390625,688.4968994778068,263694.3125,383.0,False,False,False
62040,2,16056391,12,-268.5724800000076,1186,11345.8154296875,701.233681462141,268572.5,383.0,False,False,False
62040,3,2999862,12,-263.2954800000077,1186,11342.1357421875,687.4556135770235,263295.5,383.0,False,False,False
66784,0,10181593,13,-261.69469875000794,1186,11348.6953125,683.2760280678851,261694.71875,383.0,False,False,False
66784,1,13219417,13,-267.0014487500081,1186,11371.8759765625,697.1317721932115,267001.46875,383.0,False,False,False
66784,2,1994260,13,-262.780542500008,1186,11348.935546875,686.1111292428199,262780.5625,383.0,False,False,False
66784,3,5380241,13,-258.15716750000786,1186,11336.5751953125,674.0396540469974,258157.1875,383.0,False,False,False
71528,0,16286654,14,-267.49338625000786,1186,11347.9755859375,698.4162043080939,267493.40625,383.0,False,False,False
71528,1,4256688,14,-266.8727925000082,1186,11344.17578125,696.7958550913838,266872.8125,383.0,False,False,False
71528,2,15977340,14,-258.9776050000077,1186,11346.3359375,676.1817885117493,258977.625,383.0,False,False,False
71528,3,4149010,14,-260.48746437500773,1186,11358.095703125,680.1239800913838,260487.484375,383.0,False,False,False
76272,0,12241626,15,-254.6685425000078,1186,11342.7158203125,664.9309725848564,254668.5625,383.0,False,False,False
76272,1,15168,15,-259.574542500008,1186,11338.955078125,677.7403720626631,259574.5625,383.0,False,False,False
76272,2,6328284,15,-262.4362925000077,1186,11346.1552734375,685.2123041775457,262436.3125,383.0,False,False,False
76272,3,12131058,15,-266.0268237500076,1186,11349.7158203125,694.5870593994778,266026.84375,383.0,False,False,False
81016,0,10611421,16,-265.2503237500079,1186,11351.115234375,692.5596442558747,265250.34375,383.0,False,False,False
81016,1,659756,16,-262.0434956250077,1186,11363.4755859375,684.1867248694517,262043.515625,383.0,False,False,False
81016,2,1100743,16,-265.8671675000082,1186,11355.1357421875,694.1702023498694,265867.1875,383.0,False,False,False
81016,3,3484185,16,-266.06748000000823,1186,11349.435546875,694.6932114882507,266067.5,383.0,False,False,False
85760,0,9125077,17,-332.84726125000844,1186,11581.935546875,869.0529536553524,332847.28125,383.0,False,False,False
85760,1,12178355,17,-268.72113625000827,1186,11331.615234375,701.6218178851175,268721.15625,383.0,False,False,False
85760,2,8050303,17,-374.83091750000784,1186,11718.03515625,978.6708550913838,374830.9375,383.0,False,False,False
85760,3,1084612,17,-260.9664175000078,1186,11337.015625,681.3745104438642,260966.4375,383.0,False,False,False
90504,0,9398256,18,-263.6261675000078,1186,11356.1357421875,688.3190274151436,263626.1875,383.0,False,False,False
90504,1,16057645,18,-258.6036050000079,1186,11347.8359375,675.2052872062663,258603.625,383.0,False,False,False
90504,2,6508447,18,-265.68957375000787,1186,11339.755859375,693.7065110966057,265689.59375,383.0,False,False,False
90504,3,14825992,18,-262.72494875000774,1186,11343.5556640625,685.965975848564,262724.96875,383.0,False,False,False
95248,0,15688561,19,-263.9792612500078,1186,11350.755859375,689.2409432114882,263979.28125,383.0,False,False,False
95248,1,10384994,19,-342.0594487500083,1186,11638.8349609375,893.1056625326371,342059.46875,383.0,False,False,False
95248,2,4392608,19,-267.82432375000826,1186,11346.9755859375,699.2802708877284,267824.34375,383.0,False,False,False
95248,3,2773042,19,-268.00429250000775,1186,11348.6552734375,699.7501631853786,268004.3125,383.0,False,False,False
99992,0,4660337,20,-256.541183125008,1186,11351.435546875,669.820373694517,256541.203125,383.0,False,False,False
99992,1,8312904,20,-261.078620625008,1186,11338.7158203125,681.6674689947781,261078.640625,383.0,False,False,False
99992,2,6609341,20,-256.83946437500794,1186,11340.1953125,670.5991759138382,256839.484375,383.0,False,False,False
99992,3,15612854,20,-257.031917500008,1186,11357.0751953125,671.1016644908616,257031.9375,383.0,False,False,False
104736,0,13689592,21,-269.15716750000763,1186,11360.1953125,702.7602806788511,269157.1875,383.0,False,False,False
104736,1,77933,21,-258.84005812500783,1186,11349.53515625,675.8226582898172,258840.078125,383.0,False,False,False
104736,2,8085849,21,-258.6852143750077,1186,11340.9150390625,675.4183665143603,258685.234375,383.0,False,False,False
104736,3,15239053,21,-263.72923000000765,1186,11352.1357421875,688.5881201044386,263729.25,383.0,False,False,False
109480,0,11258731,22,-266.9221050000074,1186,11348.3955078125,696.9246083550914,266922.125,383.0,False,False,False
109480,1,16118918,22,-255.4491206250079,1186,11352.8759765625,666.9690355744125,255449.140625,383.0,False,False,False
109480,2,5770192,22,-264.9036362500076,1186,11356.2353515625,691.6544549608356,264903.65625,383.0,False,False,False
109480,3,1559425,22,-267.6841675000081,1186,11355.3154296875,698.9143276762402,267684.1875,383.0,False,False,False
114224,0,55917,23,-253.54162062500768,1186,11339.455078125,661.9886178198434,253541.640625,383.0,False,False,False
114224,1,1825979,23,-260.12355812500755,1186,11333.935546875,679.173833224543,260123.578125,383.0,False,False,False
114224,2,14603416,23,-270.3887300000079,1186,11347.015625,705.9758485639687,270388.75,383.0,False,False,False
114224,3,9087869,23,-267.59535500000794,1186,11349.4755859375,698.6824412532637,267595.375,383.0,False,False,False
118968,0,6618784,24,-254.85808937500826,1186,11338.7958984375,665.4258730417755,254858.109375,383.0,False,False,False
118968,1,889647,24,-247.013448750008,1186,11343.775390625,644.9437826370757,247013.46875,383.0,False,False,False
118968,2,11171489,24,-267.62191750000835,1186,11346.455078125,698.7517950391644,267621.9375,383.0,False,False,False
118968,3,11980454,24,-265.209480000008,1186,11335.3759765625,692.4530026109661,265209.5,383.0,False,False,False
123712,0,14386282,25,-246.5892300000076,1186,11338.435546875,643.8361618798956,246589.25,383.0,False,False,False
123712,1,2198200,25,-254.88333937500798,1186,11341.2158203125,665.4917999347258,254883.359375,383.0,False,False,False
123712,2,10908167,25,-258.93032375000774,1186,11372.2958984375,676.0583387728459,258930.34375,383.0,False,False,False
123712,3,10260493,25,-255.07808937500764,1186,11339.8154296875,666.0002855744125,255078.109375,383.0,False,False,False
128456,0,9304317,26,-266.0496050000083,1186,11344.5751953125,694.6465404699738,266049.625,383.0,False,False,False
128456,1,3791659,26,-266.7144487500076,1186,11366.255859375,696.3824249347258,266714.46875,383.0,False,False,False
128456,2,10137883,26,-255.35502687500787,1186,11338.7958984375,666.7233599869452,255355.046875,383.0,False,False,False
128456,3,2057236,26,-263.65113625000805,1186,11354.35546875,688.3842199738904,263651.15625,383.0,False,False,False
133200,0,573136,27,-251.72169875000787,1186,11342.3759765625,657.2368635770235,251721.71875,383.0,False,False,False
133200,1,12781626,27,-271.57479250000756,1186,11368.8154296875,709.0726174934725,271574.8125,383.0,False,False,False
133200,2,11297694,27,-262.20016750000775,1186,11335.3955078125,684.5957898172323,262200.1875,383.0,False,False,False
133200,3,3647391,27,-249.5114956250081,1186,11339.955078125,651.4660982375979,249511.515625,383.0,False,False,False
137944,0,12835074,28,-260.3980112500074,1186,11346.255859375,679.8904210182768,260398.03125,383.0,False,False,False
137944,1,183151,28,-251.03448000000776,1186,11350.2353515625,655.4425587467363,251034.5,383.0,False,False,False
137944,2,5029032,28,-257.9000425000077,1186,11355.8955078125,673.3683093994778,257900.0625,383.0,False,False,False
137944,3,1766765,28,-252.83701125000795,1186,11349.3359375,660.1489066579635,252837.03125,383.0,False,False,False
142688,0,12244290,29,-260.5941206250082,1186,11348.35546875,680.4024559399478,260594.140625,383.0,False,False,False
142688,1,16085931,29,-268.45166750000783,1186,11375.6953125,700.9182441253264,268451.6875,383.0,False,False,False
142688,2,1239604,29,-249.85007375000785,1186,11339.7158203125,652.350114229765,249850.09375,383.0,False,False,False
142688,3,15006662,29,-259.9336987500075,1186,11340.53515625,678.678116840731,259933.71875,383.0,False,False,False
147432,0,14204709,30,-265.2174800000081,1186,11345.2158203125,692.4738903394256,265217.5,383.0,False,False,False
147432,1,1303676,30,-267.5524487500079,1186,11343.67578125,698.5704144908616,267552.46875,383.0,False,False,False
147432,2,5006213,30,-257.15404250000796,1186,11340.115234375,671.4205287206266,257154.0625,383.0,False,False,False
147432,3,3381182,30,-271.1677300000085,1186,11364.1953125,708.0097911227155,271167.75,383.0,False,False,False
