cell,rule,seed,agv,failures,makespan,jobs_censored,watchdog,stall_recoveries,orphan_agvs,first_stall,orphans_released,gridlock,recovered
agv10_SPT_SMPT,SPT_SMPT,48,10,103,5729.92,134,True,276,0,570.7,0,True,False
agv10_SPT_SMPT,SPT_SMPT,49,10,67,3558.66,134,True,157,0,540.7,1,True,False
agv10_SPT_SMPT,SPT_SMPT,50,10,73,3607.98,134,True,163,0,570.7,0,True,False
agv10_SPT_SMPT,SPT_SMPT,51,10,68,3407.1,129,True,154,0,471.9,0,True,False
agv10_SPT_SMPT,SPT_SMPT,52,10,60,3416.68,129,True,153,0,521.2,0,True,False
agv10_SPT_SMPT,SPT_SMPT,53,10,97,4432.36,135,True,202,0,509.3,1,True,False
agv10_SPT_SMPT,SPT_SMPT,54,10,120,5994.78,134,True,286,0,618.5,0,True,False
agv10_SPT_SMPT,SPT_SMPT,55,10,86,4984.46,135,True,240,0,500.4,0,True,False
agv10_SPT_SMPT,SPT_SMPT,56,10,59,3379.6,126,True,149,0,541.6,0,True,False
agv10_SPT_SMPT,SPT_SMPT,57,10,83,4102.18,132,True,182,0,639.0,0,True,False
agv10_SPT_SMPT,SPT_SMPT,58,10,61,3419.68,130,True,162,0,454.3,0,True,False
agv10_SPT_SMPT,SPT_SMPT,59,10,69,3625.8,132,True,162,0,608.9,0,True,False
agv10_SPT_SMPT,SPT_SMPT,60,10,113,6892.74,126,True,301,0,680.4,0,True,False
agv10_SPT_SMPT,SPT_SMPT,61,10,114,6593.8,133,True,314,0,559.9,0,True,False
agv10_SPT_SMPT,SPT_SMPT,62,10,72,3458.98,131,True,157,0,489.3,0,True,False
agv10_SPT_SMPT,SPT_SMPT,63,10,91,4464.86,134,True,208,0,634.7,0,True,False
agv10_SPT_SMPT,SPT_SMPT,64,10,66,3566.58,133,True,162,0,584.7,1,True,False
agv10_SPT_SMPT,SPT_SMPT,65,10,84,3952.98,135,True,173,0,482.8,0,True,False
agv10_SPT_SMPT,SPT_SMPT,66,10,66,3615.06,134,True,164,0,563.5,0,True,False
agv10_SPT_SMPT,SPT_SMPT,67,10,80,4912.52,134,True,231,0,570.7,0,True,False
agv10_SPT_SMPT,SPT_SMPT,68,10,155,8657.66,131,True,380,0,655.1,0,True,False
agv10_SPT_SMPT,SPT_SMPT,69,10,84,4467.54,135,True,203,0,483.0,0,True,False
agv10_SPT_SMPT,SPT_SMPT,70,10,115,6609.8,126,True,277,0,587.3,1,True,False
agv10_SPT_SMPT,SPT_SMPT,71,10,93,5209.7,121,True,218,0,862.8,0,True,False
agv10_SPT_SRWT,SPT_SRWT,42,10,82,4553.14,99,True,163,0,1630.0,0,True,False
agv10_SPT_SRWT,SPT_SRWT,43,10,62,3433.28,128,True,155,0,536.1,0,True,False
agv10_SPT_SRWT,SPT_SRWT,44,10,75,4490.04,133,True,197,0,547.8,1,True,False
agv10_SPT_SRWT,SPT_SRWT,45,10,154,8034.62,125,True,369,0,610.9,1,True,False
agv10_SPT_SRWT,SPT_SRWT,46,10,99,5726.74,132,True,277,0,573.9,1,True,False
agv10_SPT_SRWT,SPT_SRWT,47,10,86,4611.36,102,True,164,0,1251.0,0,True,False
agv10_SPT_SRWT,SPT_SRWT,48,10,109,6079.14,54,True,162,0,1896.0,0,True,False
agv10_SPT_SRWT,SPT_SRWT,49,10,118,6991.96,50,True,197,0,959.5,1,True,False
agv10_SPT_SRWT,SPT_SRWT,50,10,71,3503.98,129,True,152,0,556.3,1,True,False
agv10_SPT_SRWT,SPT_SRWT,51,10,87,4537.54,130,True,202,0,623.7,1,True,False
agv10_SPT_SRWT,SPT_SRWT,52,10,198,11244.7,99,True,466,0,559.3,0,True,False
agv10_SPT_SRWT,SPT_SRWT,53,10,166,8564.92,136,True,412,0,514.0,0,True,False
agv10_SPT_SRWT,SPT_SRWT,54,10,67,3419.54,127,True,147,0,561.3,0,True,False
agv10_SPT_SRWT,SPT_SRWT,55,10,64,3582.04,130,True,160,0,649.0,1,True,False
agv10_SPT_SRWT,SPT_SRWT,56,10,89,5112.58,88,True,172,0,1797.8,1,True,False
agv10_SPT_SRWT,SPT_SRWT,57,10,94,4859.78,119,True,191,0,949.5,2,True,False
agv10_SPT_SRWT,SPT_SRWT,58,10,78,4568.56,0,False,17,0,732.8,1,False,True
agv10_SPT_SRWT,SPT_SRWT,59,10,133,7118.54,81,True,266,0,1241.4,1,True,False
agv10_SPT_SRWT,SPT_SRWT,60,10,82,4800.0,0,False,20,0,3779.8,0,False,True
agv10_SPT_SRWT,SPT_SRWT,61,10,89,4908.8,89,True,162,0,1912.4,1,True,False
agv10_SPT_SRWT,SPT_SRWT,62,10,75,3812.84,124,True,161,0,878.9,0,True,False
agv10_SPT_SRWT,SPT_SRWT,63,10,130,6705.02,40,True,169,0,1307.3,0,True,False
agv10_SPT_SRWT,SPT_SRWT,64,10,96,5104.58,77,True,166,0,2167.5,1,True,False
agv10_SPT_SRWT,SPT_SRWT,65,10,78,3588.74,131,True,161,0,689.1,0,True,False
agv10_SPT_SRWT,SPT_SRWT,66,10,146,8323.08,84,True,312,0,1858.6,0,True,False
agv10_SPT_SRWT,SPT_SRWT,67,10,66,3937.84,126,True,156,0,800.3,0,True,False
agv10_SPT_SRWT,SPT_SRWT,68,10,120,6418.1,58,True,177,0,2560.6,0,True,False
agv10_SPT_SRWT,SPT_SRWT,69,10,87,4735.64,104,True,177,0,1463.1,0,True,False
agv10_SPT_SRWT,SPT_SRWT,70,10,63,3685.56,125,True,155,0,812.7,2,True,False
agv10_SPT_SRWT,SPT_SRWT,71,10,112,6046.98,108,True,240,0,1230.1,0,True,False
agv11_LPT_MMUR,LPT_MMUR,42,11,117,6523.16,133,True,336,0,555.0,0,True,False
agv11_LPT_MMUR,LPT_MMUR,43,11,129,7319.1,130,True,353,0,630.0,0,True,False
agv11_LPT_MMUR,LPT_MMUR,44,11,119,6823.32,132,True,338,0,523.1,0,True,False
agv11_LPT_MMUR,LPT_MMUR,45,11,80,3956.64,132,True,168,0,610.6,3,True,False
agv11_LPT_MMUR,LPT_MMUR,46,11,75,4215.4,131,True,211,0,595.9,0,True,False
agv11_LPT_MMUR,LPT_MMUR,47,11,97,5195.74,113,True,223,0,728.4,0,True,False
agv11_LPT_MMUR,LPT_MMUR,48,11,143,7464.56,114,True,313,0,1258.2,1,True,False
agv11_LPT_MMUR,LPT_MMUR,49,11,83,4794.12,118,True,201,0,1016.4,2,True,False
agv11_LPT_MMUR,LPT_MMUR,50,11,70,3382.64,125,True,151,0,518.8,1,True,False
agv11_LPT_MMUR,LPT_MMUR,51,11,103,5262.06,131,True,246,0,610.6,0,True,False
agv11_LPT_MMUR,LPT_MMUR,52,11,73,4298.58,132,True,196,0,585.6,0,True,False
agv11_LPT_MMUR,LPT_MMUR,53,11,114,5344.28,133,True,242,0,570.5,1,True,False
agv11_LPT_MMUR,LPT_MMUR,54,11,65,3341.76,127,True,160,0,499.2,1,True,False
agv11_LPT_MMUR,LPT_MMUR,55,11,67,3674.12,133,True,181,0,616.4,0,True,False
agv11_LPT_MMUR,LPT_MMUR,56,11,91,5255.46,123,True,248,0,848.3,0,True,False
agv11_LPT_MMUR,LPT_MMUR,57,11,122,6300.22,123,True,307,0,877.1,1,True,False
agv11_LPT_MMUR,LPT_MMUR,58,11,66,3693.26,129,True,179,0,703.7,0,True,False
agv11_LPT_MMUR,LPT_MMUR,59,11,152,8290.0,117,True,347,0,1092.1,0,True,False
agv11_LPT_MMUR,LPT_MMUR,60,11,113,6823.34,130,True,301,0,668.3,0,True,False
agv11_LPT_MMUR,LPT_MMUR,61,11,199,11342.02,116,True,556,0,840.9,2,True,False
agv11_LPT_MMUR,LPT_MMUR,62,11,103,5355.32,131,True,255,0,645.1,0,True,False
agv11_LPT_MMUR,LPT_MMUR,63,11,89,4309.44,132,True,202,0,565.9,0,True,False
agv11_LPT_MMUR,LPT_MMUR,64,11,159,8413.68,118,True,410,0,947.6,1,True,False
agv11_LPT_MMUR,LPT_MMUR,65,11,90,4122.46,120,True,171,0,1219.9,0,True,False
agv11_LPT_MMUR,LPT_MMUR,66,11,132,7685.2,117,True,330,0,1052.3,1,True,False
agv11_LPT_MMUR,LPT_MMUR,67,11,90,5701.96,129,True,274,0,693.7,0,True,False
agv11_LPT_MMUR,LPT_MMUR,68,11,83,4328.2,130,True,204,0,605.0,1,True,False
agv11_LPT_MMUR,LPT_MMUR,69,11,81,4257.0,124,True,200,0,873.2,0,True,False
agv11_LPT_MMUR,LPT_MMUR,70,11,63,3687.26,128,True,170,0,731.3,1,True,False
agv11_LPT_MMUR,LPT_MMUR,71,11,93,5182.18,132,True,253,0,630.5,0,True,False
agv11_LRT_MMUR,LRT_MMUR,42,11,117,6523.16,133,True,336,0,555.0,0,True,False
agv11_LRT_MMUR,LRT_MMUR,43,11,129,7319.1,130,True,353,0,630.0,0,True,False
agv11_LRT_MMUR,LRT_MMUR,44,11,119,6823.32,132,True,338,0,523.1,0,True,False
agv11_LRT_MMUR,LRT_MMUR,45,11,80,3956.64,132,True,168,0,610.6,3,True,False
agv11_LRT_MMUR,LRT_MMUR,46,11,75,4215.4,131,True,211,0,595.9,0,True,False
agv11_LRT_MMUR,LRT_MMUR,47,11,97,5195.74,113,True,223,0,728.4,0,True,False
agv11_LRT_MMUR,LRT_MMUR,48,11,143,7464.56,114,True,313,0,1258.2,1,True,False
agv11_LRT_MMUR,LRT_MMUR,49,11,83,4794.12,118,True,201,0,1016.4,2,True,False
agv11_LRT_MMUR,LRT_MMUR,50,11,70,3382.64,125,True,151,0,518.8,1,True,False
agv11_LRT_MMUR,LRT_MMUR,51,11,103,5262.06,131,True,246,0,610.6,0,True,False
agv11_LRT_MMUR,LRT_MMUR,52,11,73,4298.58,132,True,196,0,585.6,0,True,False
agv11_LRT_MMUR,LRT_MMUR,53,11,114,5344.28,133,True,242,0,570.5,1,True,False
agv11_LRT_MMUR,LRT_MMUR,54,11,65,3341.76,127,True,160,0,499.2,1,True,False
agv11_LRT_MMUR,LRT_MMUR,55,11,67,3674.12,133,True,181,0,616.4,0,True,False
agv11_LRT_MMUR,LRT_MMUR,56,11,91,5255.46,123,True,248,0,848.3,0,True,False
agv11_LRT_MMUR,LRT_MMUR,57,11,122,6300.22,123,True,307,0,877.1,1,True,False
agv11_LRT_MMUR,LRT_MMUR,58,11,66,3693.26,129,True,179,0,703.7,0,True,False
agv11_LRT_MMUR,LRT_MMUR,59,11,152,8290.0,117,True,347,0,1092.1,0,True,False
agv11_LRT_MMUR,LRT_MMUR,60,11,113,6823.34,130,True,301,0,668.3,0,True,False
agv11_LRT_MMUR,LRT_MMUR,61,11,128,7538.04,111,True,292,0,840.9,2,True,False
agv11_LRT_MMUR,LRT_MMUR,62,11,103,5355.32,131,True,255,0,645.1,0,True,False
agv11_LRT_MMUR,LRT_MMUR,63,11,89,4309.44,132,True,202,0,565.9,0,True,False
agv11_LRT_MMUR,LRT_MMUR,64,11,159,8413.68,118,True,410,0,947.6,1,True,False
agv11_LRT_MMUR,LRT_MMUR,65,11,134,6954.76,117,True,316,0,746.8,0,True,False
agv11_LRT_MMUR,LRT_MMUR,66,11,103,5925.96,118,True,257,0,1207.6,1,True,False
agv11_LRT_MMUR,LRT_MMUR,67,11,100,6167.24,129,True,306,0,714.2,0,True,False
agv11_LRT_MMUR,LRT_MMUR,68,11,87,4591.34,121,True,204,0,1279.4,1,True,False
agv11_LRT_MMUR,LRT_MMUR,69,11,121,6525.3,123,True,296,0,849.3,0,True,False
agv11_LRT_MMUR,LRT_MMUR,70,11,99,5694.46,129,True,283,0,661.4,1,True,False
agv11_LRT_MMUR,LRT_MMUR,71,11,64,3480.04,128,True,159,0,652.4,0,True,False
agv11_SPT_SMPT,SPT_SMPT,42,11,62,3350.38,127,True,172,0,469.7,0,True,False
agv11_SPT_SMPT,SPT_SMPT,43,11,63,3607.4,133,True,174,0,616.3,0,True,False
agv11_SPT_SMPT,SPT_SMPT,44,11,56,3454.6,129,True,150,0,539.4,1,True,False
agv11_SPT_SMPT,SPT_SMPT,45,11,88,4381.46,135,True,201,0,494.1,0,True,False
agv11_SPT_SMPT,SPT_SMPT,46,11,139,7594.24,135,True,398,0,490.3,0,True,False
agv11_SPT_SMPT,SPT_SMPT,47,11,125,7000.0,136,True,345,0,467.3,0,True,False
agv11_SPT_SMPT,SPT_SMPT,48,11,74,4065.5,134,True,195,0,562.7,0,True,False
agv11_SPT_SMPT,SPT_SMPT,49,11,64,3438.42,130,True,169,0,469.2,1,True,False
agv11_SPT_SMPT,SPT_SMPT,50,11,71,3515.46,131,True,170,0,560.9,0,True,False
agv11_SPT_SMPT,SPT_SMPT,51,11,69,3418.58,129,True,148,0,525.5,0,True,False
agv11_SPT_SMPT,SPT_SMPT,52,11,81,4687.88,136,True,241,0,465.3,0,True,False
agv11_SPT_SMPT,SPT_SMPT,53,11,120,5620.82,135,True,268,0,496.5,0,True,False
agv11_SPT_SMPT,SPT_SMPT,54,11,82,4013.36,135,True,185,0,565.5,1,True,False
agv11_SPT_SMPT,SPT_SMPT,55,11,99,5693.1,135,True,300,0,490.6,0,True,False
agv11_SPT_SMPT,SPT_SMPT,56,11,109,6190.54,135,True,314,0,502.6,0,True,False
agv11_SPT_SMPT,SPT_SMPT,57,11,73,3515.68,131,True,160,0,571.2,0,True,False
agv11_SPT_SMPT,SPT_SMPT,58,11,61,3412.18,128,True,159,0,528.2,0,True,False
agv11_SPT_SMPT,SPT_SMPT,59,11,67,3488.0,129,True,157,0,558.2,0,True,False
agv11_SPT_SMPT,SPT_SMPT,60,11,87,5111.76,136,True,256,0,439.2,0,True,False
agv11_SPT_SMPT,SPT_SMPT,61,11,104,5819.68,134,True,292,0,534.8,0,True,False
agv11_SPT_SMPT,SPT_SMPT,62,11,67,3348.08,128,True,167,0,456.3,1,True,False
agv11_SPT_SMPT,SPT_SMPT,63,11,133,6918.56,135,True,372,0,553.5,0,True,False
agv11_SPT_SMPT,SPT_SMPT,64,11,63,3474.06,130,True,164,0,529.0,1,True,False
agv11_SPT_SMPT,SPT_SMPT,65,11,71,3359.66,126,True,149,0,481.3,0,True,False
agv11_SPT_SMPT,SPT_SMPT,66,11,109,6255.24,133,True,299,0,555.4,0,True,False
agv11_SPT_SMPT,SPT_SMPT,67,11,58,3515.46,131,True,173,0,560.9,0,True,False
agv11_SPT_SMPT,SPT_SMPT,68,11,116,6089.0,135,True,304,0,516.8,0,True,False
agv11_SPT_SMPT,SPT_SMPT,69,11,97,5277.08,135,True,258,0,485.2,0,True,False
agv11_SPT_SMPT,SPT_SMPT,70,11,86,4955.08,132,True,233,0,638.5,0,True,False
agv11_SPT_SMPT,SPT_SMPT,71,11,70,3792.64,129,True,172,0,723.6,0,True,False
agv11_SPT_SRWT,SPT_SRWT,42,11,132,7355.1,133,True,356,0,581.2,0,True,False
agv11_SPT_SRWT,SPT_SRWT,43,11,74,4186.4,134,True,205,0,550.0,0,True,False
agv11_SPT_SRWT,SPT_SRWT,44,11,133,7645.86,132,True,395,0,545.1,1,True,False
agv11_SPT_SRWT,SPT_SRWT,45,11,137,7030.72,130,True,337,0,591.3,0,True,False
agv11_SPT_SRWT,SPT_SRWT,46,11,96,5454.1,132,True,273,0,546.8,1,True,False
agv11_SPT_SRWT,SPT_SRWT,47,11,71,3691.46,134,True,180,0,584.9,0,True,False
agv11_SPT_SRWT,SPT_SRWT,48,11,82,4409.72,133,True,216,0,557.5,1,True,False
agv11_SPT_SRWT,SPT_SRWT,49,11,86,4930.12,131,True,233,0,590.7,1,True,False
agv11_SPT_SRWT,SPT_SRWT,50,11,71,3409.38,125,True,149,0,544.8,1,True,False
agv11_SPT_SRWT,SPT_SRWT,51,11,203,11017.2,116,True,549,0,636.9,0,True,False
agv11_SPT_SRWT,SPT_SRWT,52,11,61,3451.66,129,True,166,0,551.0,0,True,False
agv11_SPT_SRWT,SPT_SRWT,53,11,159,8101.52,134,True,414,0,526.6,1,True,False
agv11_SPT_SRWT,SPT_SRWT,54,11,333,18109.11,103,True,911,0,1386.6,1,True,False
agv11_SPT_SRWT,SPT_SRWT,55,11,62,3553.34,129,True,170,0,697.9,0,True,False
agv11_SPT_SRWT,SPT_SRWT,56,11,95,5482.76,94,True,209,0,1849.9,0,True,False
agv11_SPT_SRWT,SPT_SRWT,57,11,100,5210.94,135,True,251,0,543.9,0,True,False
agv11_SPT_SRWT,SPT_SRWT,58,11,65,3662.4,125,True,172,0,785.6,0,True,False
agv11_SPT_SRWT,SPT_SRWT,59,11,130,6914.52,110,True,312,0,1223.9,0,True,False
agv11_SPT_SRWT,SPT_SRWT,60,11,142,8537.36,129,True,433,0,661.3,0,True,False
agv11_SPT_SRWT,SPT_SRWT,61,11,101,5583.26,115,True,234,0,1119.3,0,True,False
agv11_SPT_SRWT,SPT_SRWT,62,11,78,4056.96,136,True,209,0,488.9,1,True,False
agv11_SPT_SRWT,SPT_SRWT,63,11,337,19171.15,116,True,953,0,770.9,0,True,False
agv11_SPT_SRWT,SPT_SRWT,64,11,102,5357.9,115,True,242,0,1057.3,0,True,False
agv11_SPT_SRWT,SPT_SRWT,65,11,121,6109.36,129,True,309,0,688.8,0,True,False
agv11_SPT_SRWT,SPT_SRWT,66,11,66,3676.84,124,True,167,0,803.8,0,True,False
agv11_SPT_SRWT,SPT_SRWT,67,11,99,6084.54,127,True,270,0,698.1,0,True,False
agv11_SPT_SRWT,SPT_SRWT,68,11,65,3331.98,125,True,156,0,484.7,0,True,False
agv11_SPT_SRWT,SPT_SRWT,69,11,95,5134.34,105,True,208,0,1538.2,0,True,False
agv11_SPT_SRWT,SPT_SRWT,70,11,75,4278.24,127,True,208,0,783.6,2,True,False
agv11_SPT_SRWT,SPT_SRWT,71,11,67,3573.38,129,True,161,0,655.2,0,True,False
agv12_LPT_MMUR,LPT_MMUR,42,12,91,5029.52,133,True,266,0,556.9,0,True,False
agv12_LPT_MMUR,LPT_MMUR,43,12,96,5335.48,133,True,289,0,616.9,0,True,False
agv12_LPT_MMUR,LPT_MMUR,44,12,132,7607.36,125,True,347,0,816.0,0,True,False
agv12_LPT_MMUR,LPT_MMUR,45,12,80,3945.16,133,True,174,0,633.1,3,True,False
agv12_LPT_MMUR,LPT_MMUR,46,12,64,3458.1,126,True,155,0,613.1,2,True,False
agv12_LPT_MMUR,LPT_MMUR,47,12,71,3637.82,133,True,175,0,643.4,0,True,False
agv12_LPT_MMUR,LPT_MMUR,48,12,113,6364.64,118,True,298,0,1205.3,0,True,False
agv12_LPT_MMUR,LPT_MMUR,49,12,83,4850.24,121,True,241,0,888.2,1,True,False
agv12_LPT_MMUR,LPT_MMUR,50,12,92,4987.2,119,True,253,0,971.0,1,True,False
agv12_LPT_MMUR,LPT_MMUR,51,12,75,3818.48,131,True,205,0,686.7,0,True,False
agv12_LPT_MMUR,LPT_MMUR,52,12,108,5978.48,133,True,344,0,574.7,0,True,False
agv12_LPT_MMUR,LPT_MMUR,53,12,182,9562.76,120,True,476,0,1208.6,1,True,False
agv12_LPT_MMUR,LPT_MMUR,54,12,65,3345.04,127,True,178,0,487.8,1,True,False
agv12_LPT_MMUR,LPT_MMUR,55,12,76,4382.52,132,True,234,0,629.3,0,True,False
agv12_LPT_MMUR,LPT_MMUR,56,12,72,4029.96,120,True,199,0,1052.0,1,True,False
agv12_LPT_MMUR,LPT_MMUR,57,12,76,3794.5,125,True,186,0,869.7,1,True,False
agv12_LPT_MMUR,LPT_MMUR,58,12,62,3474.36,130,True,185,0,546.9,0,True,False
agv12_LPT_MMUR,LPT_MMUR,59,12,69,3631.52,126,True,175,0,755.2,0,True,False
agv12_LPT_MMUR,LPT_MMUR,60,12,113,6951.32,130,True,341,0,662.9,0,True,False
agv12_LPT_MMUR,LPT_MMUR,61,12,112,6498.56,124,True,350,0,899.5,1,True,False
agv12_LPT_MMUR,LPT_MMUR,62,12,101,5211.38,130,True,274,0,734.2,0,True,False
agv12_LPT_MMUR,LPT_MMUR,63,12,139,7604.86,112,True,384,0,1308.0,0,True,False
agv12_LPT_MMUR,LPT_MMUR,64,12,205,10894.6,115,True,560,0,1046.0,0,True,False
agv12_LPT_MMUR,LPT_MMUR,65,12,126,6363.18,130,True,353,0,548.7,0,True,False
agv12_LPT_MMUR,LPT_MMUR,66,12,227,12852.03,111,True,651,0,952.9,0,True,False
agv12_LPT_MMUR,LPT_MMUR,67,12,81,5121.14,127,True,254,0,670.4,0,True,False
agv12_LPT_MMUR,LPT_MMUR,68,12,90,4812.76,131,True,264,0,779.2,1,True,False
agv12_LPT_MMUR,LPT_MMUR,69,12,122,6708.76,124,True,342,0,867.6,0,True,False
agv12_LPT_MMUR,LPT_MMUR,70,12,146,8525.32,128,True,448,0,703.0,1,True,False
agv12_LPT_MMUR,LPT_MMUR,71,12,90,4902.44,129,True,233,0,753.1,0,True,False
