timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time
2026-06-26 01:09:30,med_capctl_cap400,LRT_MMUR,42,192500.0,410,15,2637,5,5274,-0.8436,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,25.3,10100.0
2026-06-26 02:37:51,med_capctl_cap400,LRT_MMUR,43,193166.69,410,15,2655,5,5310,-0.8293,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.3,9300.0
2026-06-26 04:01:58,med_capctl_cap400,LRT_MMUR,44,193066.69,410,15,2669,5,5338,-0.8193,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.6,9433.3
2026-06-25 21:36:14,med_capctl_cap15,SDT_SRWT,42,11834.12,25,15,170,5,340,-0.6983,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,26.7,400.8
2026-06-25 21:40:19,med_capctl_cap15,SDT_SRWT,43,11733.33,25,15,168,5,336,-0.7028,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,35.6,533.3
2026-06-25 21:44:16,med_capctl_cap15,SDT_SRWT,44,11266.67,25,15,163,5,326,-0.6881,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,20.0,300.0
2026-06-25 21:54:03,med_capctl_cap50,SDT_SRWT,42,27266.67,60,15,394,5,788,-0.7244,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,29.3,1466.7
2026-06-25 22:03:42,med_capctl_cap50,SDT_SRWT,43,26666.67,60,15,396,5,792,-0.7075,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,23.3,1166.7
2026-06-25 22:13:09,med_capctl_cap50,SDT_SRWT,44,26233.34,60,15,387,5,774,-0.7026,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,24.7,1233.3
2026-06-25 22:40:11,med_capctl_cap150,SDT_SRWT,42,69700.01,160,15,1034,5,2068,-0.7495,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,29.8,4466.7
2026-06-25 23:06:45,med_capctl_cap150,SDT_SRWT,43,69066.67,160,15,1031,5,2062,-0.7363,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,24.4,3666.7
